issue_type,language,slug,_id,title,createdAt,seoTitle,url,action
"duplicate-(lang,slug)",fr,ai-picture-generator,tools-ai-picture-generator-fr,Générateur d'Images IA | Lovart,2026-07-13,Générateur d'Images IA Gratuit | Créez des Images à partir de Texte — Lovart,https:/www.lovart.ai/fr/ai-picture-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ja,ai-picture-generator,features-ai-picture-generator-ja,affiliate ads 生成器 | Lovart,2026-07-12,affiliate ads 生成器 | Lovart,https:/www.lovart.ai/ja/ai-picture-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ja,ai-picture-generator,tools-ai-picture-generator-ja,AI画像生成|Lovart,2026-07-13,AI画像生成 | テキストからプロ品質の画像を瞬時に作成 | Lovart,https:/www.lovart.ai/ja/ai-picture-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",zh-TW,ai-picture-generator,features-ai-picture-generator-zh-TW,Lovart AI圖片生成器：專業視覺與文字創作,2026-07-12,Lovart AI圖片生成器：專業視覺與文字創作,https:/www.lovart.ai/zh-TW/ai-picture-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",zh-TW,ai-picture-generator,tools-ai-picture-generator-zh-TW,AI 圖片生成器|Lovart,2026-07-13,AI 圖片生成器 | Lovart,https:/www.lovart.ai/zh-TW/ai-picture-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",fr,ai-video-generator,features-ai-video-generator-fr,"Créez des vidéos IA avec Sora 2, Veo 3 & Kling | Lovart",2026-05-22,"Créez des vidéos IA avec Sora 2, Veo 3 & Kling | Lovart",https:/www.lovart.ai/fr/ai-video-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",fr,ai-video-generator,tools-ai-video-generator-fr,Générateur vidéo IA | Transformez des images et du texte en vidéo | Lovart,2026-06-03,Générateur vidéo IA | Transformez des images et du texte en vidéo | Lovart,https:/www.lovart.ai/fr/ai-video-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",it,ai-video-generator,features-ai-video-generator-it,"Generatore video IA: crea con Sora 2, Veo 3 & Kling | Lovart",2026-05-22,"Generatore video IA: crea con Sora 2, Veo 3 & Kling | Lovart",https:/www.lovart.ai/it/ai-video-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",it,ai-video-generator,tools-ai-video-generator-it,Generatore video AI | Trasforma immagini e testo in video | Lovart,2026-06-03,Generatore video AI | Trasforma immagini e testo in video | Lovart,https:/www.lovart.ai/it/ai-video-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ja,ai-video-generator,features-ai-video-generator-ja,Sora 2、Veo 3、Klingで動画生成｜Lovart,2026-05-22,Sora 2、Veo 3、Klingで動画生成｜Lovart,https:/www.lovart.ai/ja/ai-video-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ja,ai-video-generator,tools-ai-video-generator-ja,AI Video Generator |画像とテキストをビデオに変換 |ロヴァート,2026-06-03,AI AI Video Generator — プロフェッショナルなデザインを瞬時に作成 | Lovart,https:/www.lovart.ai/ja/ai-video-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ko,ai-video-generator,features-ai-video-generator-ko,"소라2, 비오3, 클링으로 만드는 AI 영상 | Lovart",2026-05-22,"소라2, 비오3, 클링으로 만드는 AI 영상 | Lovart",https:/www.lovart.ai/ko/ai-video-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ko,ai-video-generator,tools-ai-video-generator-ko,AI 영상 생성기 | 이미지와 텍스트를 비디오로 전환 | 로바트,2026-06-03,AI AI Video Generator — 전문적인 디자인을 즉시 제작 | Lovart,https:/www.lovart.ai/ko/ai-video-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",pt,ai-video-generator,features-ai-video-generator-pt,"Gerador de Vídeos com IA: Sora 2, Veo 3 & Kling | Lovart",2026-05-22,"Gerador de Vídeos com IA: Sora 2, Veo 3 & Kling | Lovart",https:/www.lovart.ai/pt/ai-video-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",pt,ai-video-generator,tools-ai-video-generator-pt,Gerador de vídeo AI | Transforme imagens e texto em vídeo | Lovart,2026-06-03,Gerador de vídeo AI | Transforme imagens e texto em vídeo | Lovart,https:/www.lovart.ai/pt/ai-video-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ru,ai-video-generator,features-ai-video-generator-ru,"Генератор ИИ-видео: Sora 2, Veo 3, Kling | Lovart",2026-05-22,"Генератор ИИ-видео: Sora 2, Veo 3, Kling | Lovart",https:/www.lovart.ai/ru/ai-video-generator,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ru,ai-video-generator,tools-ai-video-generator-ru,Видеогенератор AI | Превратите изображения и текст в видео | Ловарт,2026-05-26,ИИ AI Video Generator — Создайте профессиональный дизайн мгновенно | Lovart,https:/www.lovart.ai/ru/ai-video-generator,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",en,text-to-video-ai,features-text-to-video-ai-en,"AI Text-to-Video Generator: Create with Sora 2, Veo 3 & Kling | Lovart",2026-07-12,"AI Text-to-Video Generator: Create with Sora 2, Veo 3 & Kling | Lovart",https:/www.lovart.ai/en/text-to-video-ai,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",en,text-to-video-ai,tools-text-to-video-ai-en,text 视频 | Lovart,2026-07-12,text 视频 | Lovart,https:/www.lovart.ai/en/text-to-video-ai,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",de,image-to-video-ai,tools-image-to-video-ai-de,Image To Video Ai | Lovart,2026-07-12,image-to-video-ai | Lovart,https:/www.lovart.ai/de/image-to-video-ai,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",de,image-to-video-ai,topic-image-to-video-ai-de,Bild-zu-Video-KI — Statische Bilder mit MCoT Engine animieren | Lovart,2026-07-12,Bild-zu-Video-KI: Verwandeln Sie Fotos in professionelle Videos | Lovart,https:/www.lovart.ai/de/image-to-video-ai,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",fr,image-to-video-ai,tools-image-to-video-ai-fr,Image To Video Ai | Lovart,2026-07-12,image-to-video-ai | Lovart,https:/www.lovart.ai/fr/image-to-video-ai,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",fr,image-to-video-ai,topic-image-to-video-ai-fr,IA Image vers Vidéo — Animez des Images Fixes avec le Moteur MCoT | Lovart,2026-07-12,IA Image vers Vidéo : Transformez vos Photos en Vidéos Professionnelles | Lovart,https:/www.lovart.ai/fr/image-to-video-ai,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",it,image-to-video-ai,tools-image-to-video-ai-it,Image To Video Ai | Lovart,2026-07-12,image-to-video-ai | Lovart,https:/www.lovart.ai/it/image-to-video-ai,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",it,image-to-video-ai,topic-image-to-video-ai-it,IA da Immagine a Video — Anima Immagini Statiche con il Motore MCoT | Lovart,2026-07-12,IA Immagine-Video: Trasforma le Tue Foto in Video Professionali | Lovart,https:/www.lovart.ai/it/image-to-video-ai,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ru,image-to-video-ai,tools-image-to-video-ai-ru,Image To Video Ai | Lovart,2026-07-12,image-to-video-ai | Lovart,https:/www.lovart.ai/ru/image-to-video-ai,"PATCH: 保留最合适的 1/2 (按 _createdAt), 其他 mark stale + redirect to kept"
"duplicate-(lang,slug)",ru,image-to-video-ai,topic-image-to-video-ai-ru,ИИ преобразования изображений в видео — Анимируйте фото с движком MCoT | Lovart,2026-07-12,ИИ-конвертер изображений в видео: превратите фото в ролики | Lovart,https:/www.lovart.ai/ru/image-to-video-ai,"PATCH: 保留最合适的 2/2 (按 _createdAt), 其他 mark stale + redirect to kept"
twin-multilang,en,ai-caricature-maker,00b9bca6-f8f0-4984-a460-acb4dc554be2,AI Caricature Maker — Turn Photos into Hand-Drawn Caricatures|Lovart,2026-07-12,AI Caricature Maker | Photo to Caricature in 30 Seconds | Lovart,/.../ai-caricature-maker,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-tiktok-content-creator,054e8d1a-c72a-4efc-9bce-26e51ab8baf7,AI TikTok Content Creator | Lovart,2026-07-12,AI TikTok Content Creator | Lovart,/.../ai-tiktok-content-creator,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-video-editor-api,09133d79-d584-4193-a046-c180e863df67,AI Video Editor API | Lovart,2026-07-12,AI Video Editor API | Lovart,/.../ai-video-editor-api,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-logo-maker-no-watermark,0a118e5a-2478-4faa-ab3d-5087ad9540f8,AI Logo Maker No Watermark | Lovart,2026-07-12,AI Logo Maker No Watermark | Lovart,/.../ai-logo-maker-no-watermark,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-creative-suite-enterprise,0fbfec90-a8dc-4843-b4fe-1bef3576d6e9,AI Creative Suite Enterprise: Professional creative suite enterprise with AI | L,2026-07-12,AI Creative Suite Enterprise: Professional creative suite enterprise w,/.../ai-creative-suite-enterprise,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-model-generator,117f41cd-f952-4e22-9478-32d55148aa9b,AI Model Generator: Professional model generator with AI | Lovart,2026-07-12,AI Model Generator: Professional model generator with AI | Lovart,/.../ai-model-generator,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-design-api,120ca7f3-f20e-42f5-a96a-8dc7a662a3e7,AI Design Api: Professional design api with AI | Lovart,2026-07-12,AI Design Api: Professional design api with AI | Lovart,/.../ai-design-api,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-text-to-video-api,2062c4fc-a577-4b60-8aa5-90f638fb3179,AI Text to Video Api: Professional text to video api with AI | Lovart,2026-07-12,AI Text to Video Api: Professional text to video api with AI | Lovart,/.../ai-text-to-video-api,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-banner-maker-free,212c49b3-36ce-43bb-96e8-41c1dedc23c8,AI Banner Maker Free: Professional banner maker free with AI | Lovart,2026-07-12,AI Banner Maker Free: Professional banner maker free with AI | Lovart,/.../ai-banner-maker-free,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-avatar-generator,21dd4b6c-e23a-4440-ae85-b234c9ca57ac,AI Avatar Generator | Create Talking Avatars & Virtual Characters | Lovart,2026-07-12,AI Avatar Generator | Create Talking Avatars & Virtual Characters | Lovart,/.../ai-avatar-generator,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-content-format-converter,28f0795c-9838-4bf8-960c-d38636fd1644,AI Content Format Converter: Professional content format converter with AI | Lov,2026-07-12,AI Content Format Converter: Professional content format converter wit,/.../ai-content-format-converter,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-carousel-ad-maker,30a01668-5eaf-4b2d-ac90-07f06dc0ca12,AI Carousel ad Maker: Professional carousel ad maker with AI | Lovart,2026-07-12,AI Carousel ad Maker: Professional carousel ad maker with AI | Lovart,/.../ai-carousel-ad-maker,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-image-to-sketch,31cff776-244b-4c51-9fdb-2c47120e96a4,AI Image to Sketch: Professional image to sketch with AI | Lovart,2026-07-12,AI Image to Sketch: Professional image to sketch with AI | Lovart,/.../ai-image-to-sketch,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-storefront-designer,378f3b60-18d7-409f-adb4-e8ce99e4584d,AI Storefront Designer: Professional storefront designer with AI | Lovart,2026-07-12,AI Storefront Designer: Professional storefront designe... | Lovart,/.../ai-storefront-designer,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-face-swap-free,379ee963-9147-49c8-8e2d-8168c42269b3,AI Face Swap Free: Professional face swap free with AI | Lovart,2026-07-12,AI Face Swap Free: Professional face swap free with AI | Lovart,/.../ai-face-swap-free,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
