tier,category,language,slug,url,title,publishedAt,age_days,action
tierA-fresh,feature,de,catering-menu-design,/de/features/catering-menu-design,cafe menu 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,chef-business-card-design,/de/features/chef-business-card-design,chef 商务 卡片 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,company-brochure-design,/de/features/company-brochure-design,company 宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,fr,brochure-design,/fr/features/brochure-design,宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,brochure-design,/it/features/brochure-design,宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ja,brochure-design,/ja/features/brochure-design,宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ko,brochure-design,/ko/features/brochure-design,宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,brochure-design,/ru/features/brochure-design,宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,concert-poster-design,/de/features/concert-poster-design,concert 海报 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,en,create-videos-from-images-or-text-seedance,/en/features/create-videos-from-images-or-text-seedance,Create Videos From Images Or Text Seedance | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,custom-business-flyer-design,/de/features/custom-business-flyer-design,custom 商务 flyer 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,draft-ai-logo-maker-f4,/zh-TW/features/draft-ai-logo-maker-f4,Draft Ai Logo Maker F4 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,draft-ai-sales-deck-ppt-generator-f1,/zh-TW/features/draft-ai-sales-deck-ppt-generator-f1,Draft Ai Sales Deck Ppt Generator F1 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,draft-ai-sales-deck-ppt-generator-f2,/zh-TW/features/draft-ai-sales-deck-ppt-generator-f2,Draft Ai Sales Deck Ppt Generator F2 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,draft-ai-sales-deck-ppt-generator-s1,/zh-TW/features/draft-ai-sales-deck-ppt-generator-s1,Draft Ai Sales Deck Ppt Generator S1 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,restaurant_menu_design,/it/features/restaurant_menu_design,restaurant_menu_design | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,pt,restaurant_menu_design,/pt/features/restaurant_menu_design,restaurant_menu_design | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,restaurant_menu_design,/ru/features/restaurant_menu_design,restaurant_menu_design | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,restaurant_menu_design,/zh-TW/features/restaurant_menu_design,Restaurant_Menu_Design | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,tool,en,draft-ai-logo-maker-t1,/en/tools/draft-ai-logo-maker-t1,draft 标志 制作 t1 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,tool,en,draft-ai-sales-deck-ppt-generator-t1,/en/tools/draft-ai-sales-deck-ppt-generator-t1,draft sales deck ppt 生成器 t1 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,e-learning-banner-design,/de/features/e-learning-banner-design,e learning 横幅 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,ecommerce-banner-design,/de/features/ecommerce-banner-design,e learning 横幅 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,engagement-invitation-design,/de/features/engagement-invitation-design,engagement invitation 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,event-poster-maker,/de/features/event-poster-maker,event 海报 制作 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-ad-thumbnail-generator,/zh-TW/features/ai-ad-thumbnail-generator,Ai Ad Thumbnail Generator | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,fr,ai-affiliate-ads-generator,/fr/features/ai-affiliate-ads-generator,affiliate ads 生成器 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,ai-affiliate-ads-generator,/it/features/ai-affiliate-ads-generator,affiliate ads 生成器 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ja,ai-affiliate-ads-generator,/ja/features/ai-affiliate-ads-generator,affiliate ads 生成器 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ko,ai-affiliate-ads-generator,/ko/features/ai-affiliate-ads-generator,affiliate ads 生成器 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,ai-affiliate-ads-generator,/ru/features/ai-affiliate-ads-generator,affiliate ads 生成器 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-affiliate-ads-generator,/zh-TW/features/ai-affiliate-ads-generator,Ai Affiliate Ads Generator | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-avatar-streaming-seedance,/zh-TW/features/ai-avatar-streaming-seedance,Ai Avatar Streaming Seedance | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-background-swap-no-masking,/zh-TW/features/ai-background-swap-no-masking,Ai Background Swap No Masking | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-bakery-menu-maker,/zh-TW/features/ai-bakery-menu-maker,Ai Bakery Menu Maker | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,ai-brochure-design-tool,/it/features/ai-brochure-design-tool,company 宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ja,ai-brochure-design-tool,/ja/features/ai-brochure-design-tool,company 宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,pt,ai-brochure-design-tool,/pt/features/ai-brochure-design-tool,company 宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,ai-brochure-design-tool,/ru/features/ai-brochure-design-tool,company 宣传册 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,fr,ai-business-card-maker,/fr/features/ai-business-card-maker,chef 商务 卡片 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,ai-business-card-maker,/it/features/ai-business-card-maker,chef 商务 卡片 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ko,ai-business-card-maker,/ko/features/ai-business-card-maker,chef 商务 卡片 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,ai-business-card-maker,/ru/features/ai-business-card-maker,chef 商务 卡片 设计 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-carousel-generator,/zh-TW/features/ai-carousel-generator,Ai Carousel Generator | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,ai-commercials-seedance,/ru/features/ai-commercials-seedance,commercials seedance | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-commercials-seedance,/zh-TW/features/ai-commercials-seedance,Ai Commercials Seedance | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,ai-company-logo-maker,/it/features/ai-company-logo-maker,company 标志 制作 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ja,ai-company-logo-maker,/ja/features/ai-company-logo-maker,company 标志 制作 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,pt,ai-company-logo-maker,/pt/features/ai-company-logo-maker,company 标志 制作 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,ru,ai-company-logo-maker,/ru/features/ai-company-logo-maker,company 标志 制作 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-company-logo-maker,/zh-TW/features/ai-company-logo-maker,Ai Company Logo Maker | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-coupon-ad-generator,/zh-TW/features/ai-coupon-ad-generator,Ai Coupon Ad Generator | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,fr,ai-design-agent-for-freelancers,/fr/features/ai-design-agent-for-freelancers,视频 代理 instagram reels | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-design-marketing-agency,/zh-TW/features/ai-design-marketing-agency,Ai Design Marketing Agency | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-facebook-ad-creative-generator,/zh-TW/features/ai-facebook-ad-creative-generator,Ai Facebook Ad Creative Generator | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,zh-TW,ai-facebook-post-designer,/zh-TW/features/ai-facebook-post-designer,Ai Facebook Post Designer | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,de,ai-facebook-poster-generator,/de/features/ai-facebook-poster-generator,KI Facebook Poster Generator | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,fr,ai-facebook-poster-generator,/fr/features/ai-facebook-poster-generator,facebook 海报 生成器 | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
tierA-fresh,feature,it,ai-facebook-poster-generator,/it/features/ai-facebook-poster-generator,Generatore di poster Facebook IA | Lovart,2026-07-12,2,"WATCH: 等 Google 索引窗口, 14 天后仍未进 GA4 → Tier B"
